                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     830                                     1416                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.2115541918122776E+010                  2.2027105272567141E+005                  4.5659914113256455E+003                  2.4351276278441176E+001                  7.8857652481505172E+000                  1.5838255607552625E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8013615832866918E-001                  5.4917839914524978E-005                  9.8780372603718865E-003                  3.7686403179136938E-003                  2.0850244238750427E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  5.2498885608683132E-001                  1.0097387583821822E-003                  4.5399799646776429E-001                  2.2878303486086825E-003                  3.6909389601907502E-003                  7.8623931250922270E-003                  2.0850244238750418E-003                  2.2215401678666891E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2162707919841967E+005                  1.2263525425211649E+005                  4.1065609398277259E+008                  2.4215623374535465E+001                  2.4215623374535490E+001                  8.0809823600949288E-020                  1.6600036617627614E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.8233742563535130E+017                               "r21.12.1"                               "gfortran"                                 "10.2.0"                   "x86_64-macos-21.11.1"                                 "CRMATH"                               "20220407"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                                    mass                                        q                                   radius                                   logRho                              temperature                               luminosity                                 pressure                                     pgas                                     grav                                 eps_grav                       net_nuclear_energy                     eps_nuc_plus_nuc_neu                                 velocity                                   csound                                      eta                                       mu                                    gradT                                    grada                                    gradr                              mixing_type                          mlt_mixing_type                        mlt_mixing_length                                    gradL                                log_D_mix                    pressure_scale_height                                       cv                                       cp                                   gamma1                                   chiRho                                     chiT                                  opacity                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                       pp                                      cno                                 tri_alfa                                  c_alpha                                 brunt_N2                             log_conv_vel                   brunt_N_div_r_integral                          acoustic_radius                                   logtau 
                 1.0000000000000000E+000                  1.0000000000000000E+000                  7.8857652481505172E+000                 -7.5956417072000422E+000                  4.5660003834435693E+003                  2.4351276278441176E+001                  7.3739659680449267E+003                  7.3728698090680427E+003                  4.4094044750562119E+002                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8703970420250480E-027                  0.0000000000000000E+000                  6.9158482068104693E+005                 -2.1000279791527483E+001                  1.3064486582678894E+000                  1.2501027397065531E-001                  3.9053135992044724E-001                  1.2501027397065531E-001                                        0                                        0                  1.3182351670087600E+009                  3.9053135992044724E-001                 -9.8999999999999986E+001                  9.4741639141063694E-003                  9.9590650763822109E+007                  1.6399184898447740E+008                  1.6456901470032483E+000                  9.9941164844944919E-001                  1.0055779270042033E+000                  3.9868202733420274E-002                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                  3.7215119381837317E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7872585416932819E-007                 -9.8999999999999986E+001                  1.0000000000000000E+000                  7.7067262514349088E+004                 -1.7609125905568127E-001 
                 9.9999999999899991E-001                  9.9999999999900002E-001                  7.8857649503098166E+000                 -7.5956282707850820E+000                  4.5660205708720468E+003                  2.4351276278441183E+001                  7.3742267616137597E+003                  7.3731305832511762E+003                  4.4094048081330317E+002                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8705168064970579E-027                  0.0000000000000000E+000                  6.9158646009871271E+005                 -2.1000243075126932E+001                  1.3064486464147216E+000                  1.2501303011259324E-001                  3.9053158983162517E-001                  1.2501303011259324E-001                                        0                                        0                  1.3182376615841660E+009                  3.9053146210319295E-001                 -9.8999999999999986E+001                  9.4742051471457638E-003                  9.9590549632276922E+007                  1.6399173205541939E+008                  1.6456906626899712E+000                  9.9941165903171814E-001                  1.0055778057473623E+000                  3.9869475510500865E-002                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                  3.7216270955971739E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7872373263160051E-007                 -9.8999999999999986E+001                  1.0000000000000000E+000                  7.7067232553053080E+004                 -1.7607760505976544E-001 
                 9.9999999999775002E-001                  9.9999999999775002E-001                  7.8857645780204146E+000                 -7.5956133421041372E+000                  4.5660430018174202E+003                  2.4351276278441183E+001                  7.3745165323004130E+003                  7.3734203323974116E+003                  4.4094052244662788E+002                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8706498765159724E-027                  0.0000000000000000E+000                  6.9158828171152470E+005                 -2.1000202280483009E+001                  1.3064486332434844E+000                  1.2501992043985341E-001                  3.9053184529986634E-001                  1.2501992043985341E-001                                        0                                        0                  1.3182440224646256E+009                  3.9053171756574578E-001                 -9.8999999999999986E+001                  9.4742508632412962E-003                  9.9590437259044707E+007                  1.6399160212852395E+008                  1.6456912356995412E+000                  9.9941167079024784E-001                  1.0055776710103883E+000                  3.9870889687325495E-002                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                  3.7217550467243129E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7871839508175462E-007                 -9.8999999999999986E+001                  9.9999999991105681E-001                  7.7067195102676022E+004                 -1.7606053762222243E-001 
                 9.9999999999650002E-001                  9.9999999999650002E-001                  7.8857642057437500E+000                 -7.5955909503832624E+000                  4.5660766489393500E+003                  2.4351276278441183E+001                  7.3749511884125732E+003                  7.3738549561976733E+003                  4.4094056407853401E+002                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8708494785297213E-027                  0.0000000000000000E+000                  6.9159101418552746E+005                 -2.1000141091284195E+001                  1.3064486134849078E+000                  1.2502681068400837E-001                  3.9053222851920877E-001                  1.2502681068400837E-001                                        0                                        0                  1.3182503835298750E+009                  3.9053197303964715E-001                 -9.8999999999999986E+001                  9.4743198861584350E-003                  9.9590268692021638E+007                  1.6399140722966653E+008                  1.6456920952497975E+000                  9.9941168842871453E-001                  1.0055774688938182E+000                  3.9873010911534792E-002                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                  3.7219469705163653E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7871305762738461E-007                 -9.8999999999999986E+001                  9.9999999981223553E-001                  7.7067157653678951E+004                 -1.7604347024842956E-001 
                 9.9999999999400002E-001                  9.9999999999400002E-001                  7.8857634612287137E+000                 -7.5955461716478032E+000                  4.5661439459983785E+003                  2.4351276278441183E+001                  7.3758205009651847E+003                  7.3747242041216414E+003                  4.4094064733808159E+002                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8712486714816538E-027                  0.0000000000000000E+000                  6.9159647935537936E+005                 -2.1000018722733994E+001                  1.3064485739611145E+000                  1.2504059090742334E-001                  3.9053299502591760E-001                  1.2504059090742334E-001                                        0                                        0                  1.3182631063040352E+009                  3.9053248402144508E-001                 -9.8999999999999986E+001                  9.4744579379600173E-003                  9.9589931529129162E+007                  1.6399101739780456E+008                  1.6456938144947970E+000                  9.9941172370834808E-001                  1.0055770646168978E+000                  3.9877253214390472E-002                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                  3.7223308074509540E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7870238301725686E-007                 -9.8999999999999986E+001                  9.9999999966401365E-001                  7.7067082759832716E+004                 -1.7600933569220459E-001 
                 9.9999999998900002E-001                  9.9999999998900002E-001                  7.8857619723517924E+000                 -7.5954790154325131E+000                  4.5662449000304778E+003                  2.4351276278441183E+001                  7.3771244707789092E+003                  7.3760280769789324E+003                  4.4094081384012031E+002                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8718474321067730E-027                  0.0000000000000000E+000                  6.9160467778787483E+005                 -2.0999835193958184E+001                  1.3064485146566034E+000                  1.2506815044929917E-001                  3.9053414499050204E-001                  1.2506815044929917E-001                                        0                                        0                  1.3182885535333772E+009                  3.9053350612128845E-001                 -9.8999999999999986E+001                  9.4746641391375199E-003                  9.9589425697590902E+007                  1.6399043254716671E+008                  1.6456963937997067E+000                  9.9941177663595149E-001                  1.0055764580731483E+000                  3.9883616315443765E-002                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                  3.7229065351580341E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7868103487031447E-007                 -9.8999999999999986E+001                  9.9999999936760398E-001                  7.7066932988729895E+004                 -1.7594106734597326E-001 
                 9.9999999998275002E-001                  9.9999999998275002E-001                  7.8857601115425755E+000                 -7.5954044141271559E+000                  4.5663570829004757E+003                  2.4351276278441183E+001                  7.3785733274949516E+003                  7.3774768259468028E+003                  4.4094102193571285E+002                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8725126812782154E-027                  0.0000000000000000E+000                  6.9161378809696645E+005                 -2.0999631307002364E+001                  1.3064484487364831E+000                  1.2510259827534534E-001                  3.9053542301261629E-001                  1.2510259827534534E-001                                        0                                        0                  1.3183203651629460E+009                  3.9053478400155917E-001                 -9.8999999999999986E+001                  9.4748927797537619E-003                  9.9588863541636929E+007                  1.6398978257048070E+008                  1.6456992603004612E+000                  9.9941183545570822E-001                  1.0055757839572526E+000                  3.9890685929350446E-002                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861553E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                  3.7235461937528766E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7865690088124116E-007                 -9.8999999999999986E+001                  9.9999999892306923E-001                  7.7066745805933984E+004                 -1.7585573335214716E-001 
                 9.9999999997650002E-001                  9.9999999997650002E-001                  7.8857582510521125E+000                 -7.5953111869830154E+000                  4.5664973261363393E+003                  2.4351276278441183E+001                  7.3803844000991858E+003                  7.3792877638405826E+003                  4.4094122999580560E+002                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8733441850622302E-027                  0.0000000000000000E+000                  6.9162517713703588E+005                 -2.0999376499575014E+001                  1.3064483663018294E+000                  1.2513704413967558E-001                  3.9053702089330455E-001                  1.2513704413967558E-001                                        0                                        0                  1.3183521807111194E+009                  3.9053606216489162E-001                 -9.8999999999999986E+001                  9.4751797296770360E-003                  9.9588160696971908E+007                  1.6398896992237085E+008                  1.6457028441761299E+000                  9.9941190899442733E-001                  1.0055749410850050E+000                  3.9899522188479426E-002                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861553E-003                  1.0103427409336068E-003                  9.3805276451495410E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                  3.7243457115349686E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7863814410520502E-007                 -9.8999999999999986E+001                  9.9999999842925102E-001                  7.7066558657667571E+004                 -1.7577040096042218E-001 
                 9.9999999996712507E-001                  9.9999999996712507E-001                  7.8857554609138258E+000                 -7.5951434348236964E+000                  4.5667498034900136E+003                  2.4351276278441180E+001                  7.3836443354003977E+003                  7.3825474565937193E+003                  4.4094154201941137E+002                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8748405292526408E-027                  0.0000000000000000E+000                  6.9164567126804311E+005                 -2.0998917968548540E+001                  1.3064482532252537E+000                  1.2518870808308530E-001                  3.9053989818960122E-001                  1.2518870808308530E-001                                        0                                        0                  1.3183999018944726E+009                  3.9053797999207007E-001                 -9.8999999999999986E+001                  9.4756974095548431E-003                  9.9586892428279921E+007                  1.6398750218980327E+008                  1.6457092975068579E+000                  9.9941204141195783E-001                  1.0055734231907496E+000                  3.9915424592708283E-002                  6.9999997230319821E-001                  2.8000002769680182E-001                  2.0000000000000018E-002                  6.9999997230319821E-001                  2.9825332052965341E-005                  2.7997020236474884E-001                  3.4468833607860789E-003                  1.0103427409336142E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                  3.7257844948710907E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7860477411633987E-007                 -9.8999999999999986E+001                  9.9999999781214266E-001                  7.7066277999983213E+004                 -1.7564240538433123E-001 
